tree,ssw,zul
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (ComplV2 drink_V2 (DetCN (DetNum NumPl) (UseN water_N)))))) NoVoc,umakhi unatsa emanti,umakhi uphuza amanzi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN builder_N)) (UseV drink_V)))) NoVoc,umakhi uyanatsa,umakhi uyaphuza
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN cow_N)) (AdvVP (UseV get_thin_V) quickly_Adv)))) NoVoc,inkhomo yondza masinya,inkomo yonda masinya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN elephant_N)) (CopNPEqSize (DetCN (DetNum NumSg) (UseN mountain_N)))))) NoVoc,indlovu ingangentsaba,indlovu ingangentaba
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN fire_N)) (AdvVP (UseV burn_V) (PositAdvAdj bad_A))))) NoVoc,umlilo ushisa kabi,umlilo ushisa kabi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN fire_N)) (UseV burn_V)))) NoVoc,umlilo uyashisa,umlilo uyashisa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN gangster_N)) (ComplV2 break_V2 (DetCN (DetNum NumPl) (UseN window_N)))))) NoVoc,sigebengu sephula emafasitelo,isigebengu sephula amafasitele
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (AdvVP (UseV gather_firewood_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN forest_N)))))))) NoVoc,intfombi itfota ehlatsini,intombi itheza ehlathini
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (ComplV2 save_V2 (DetCN (DetNum NumSg) (UseN money_N)))))) NoVoc,intfombi yonga imali,intombi yonga imali
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN girl_N)) (CopNP (DetCN (DetNum NumSg) (UseN student_N)))))) NoVoc,intfombi isitshudeni,intombi iyisitshudeni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN grass_N)) (ComplVV refuse_VV (UseV burn_2_V))))) NoVoc,tjani bala kuvutsa,utshani bala ukuvutha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN horse_N)) (AdvVP (UseV get_thin_V) quickly_Adv)))) NoVoc,lihhashi londza masinya,ihhashi londa masinya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,indvodza ipheka manje,indoda ipheka manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,indvodza isebenta kakhulu,indoda isebenza kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 call_V2 (DetCN (DetNum NumSg) (UseN boy_N)))))) NoVoc,indvodza ibita umfana,indoda ibiza umfana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,indvodza ipheka kudla,indoda ipheka ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,indvodza iyakupheka,indoda iyakupheka
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN man_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,indvodza yaba sinkhwa,indoda yaba isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN messenger_N)) (ComplV2 wear_V2 (DetCN (DetNum NumPl) (UseN blanket_N)))))) NoVoc,sigijimi sembatsa tingubo,isigijimi sembatha izingubo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN messenger_N)) (ComplV2 wear_V2 (DetCN (DetNum NumSg) (UseN blanket_N)))))) NoVoc,sigijimi sembatsa ingubo,isigijimi sembatha ingubo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVP (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V))) here_Adv)))) NoVoc,salukati sipheka kudla lapha,isalukazi sipheka ukudla lapha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,salukati siyakuvakashela edolobheni,isalukazi siyakuvakashela edolobheni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,salukati sipheka kudla,isalukazi sipheka ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,salukati siyakupheka,isalukazi siyakupheka
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN old_woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,salukati saba sinkhwa,isalukazi saba isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN ox_N)) (CopAP (PositA red_R))))) NoVoc,inkhabi ibovu,inkabi ibomvu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN person_N)) (AdvVP (UseV do_wrong_V) always_Adv)))) NoVoc,umuntfu wona njalo,umuntu wona njalo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN scholar_N)) (ComplV2 read_V2 (DetCN (DetNum NumSg) (UseN book_N)))))) NoVoc,umfundi ufundza incwadzi,umfundi ufunda incwadi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN sheep_N)) (AdvVP (UseV get_thin_V) quickly_Adv)))) NoVoc,imvu yondza masinya,imvu yonda masinya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN sore_N)) (AdvVP (UseV bleed_V) (PositAdvAdj bad_A))))) NoVoc,silondza sopha kabi,isilonda sopha kabi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V))) here_Adv)))) NoVoc,umfati upheka kudla lapha,umfazi upheka ukudla lapha
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVPLight (ComplV2 visit_V2 (UsePron (ProDrop it17_Pron))) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN town_N)))))))) NoVoc,umfati uyakuvakashela edolobheni,umfazi uyakuvakashela edolobheni
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (UseV cook_V) now_Adv)))) NoVoc,umfati upheka manje,umfazi upheka manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (AdvVP (UseV work_V) much_Adv)))) NoVoc,umfati usebenta kakhulu,umfazi usebenza kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 call_V2 (DetCN (DetNum NumSg) (UseN boy_N)))))) NoVoc,umfati ubita umfana,umfazi ubiza umfana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 cook_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,umfati upheka kudla,umfazi upheka ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 cook_V2 (UsePron (ProDrop it15_Pron)))))) NoVoc,umfati uyakupheka,umfazi uyakupheka
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (ComplV2 distribute_V2 (DetCN (DetNum NumSg) (UseN bread_N)))))) NoVoc,umfati waba sinkhwa,umfazi waba isinkwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN woman_N)) (UseV work_V)))) NoVoc,umfati uyasebenta,umfazi uyasebenza
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (DetCN (DetNum NumSg) (UseN worker_N)) (AdvVP (CopQuant only_QuantStem) today_Adv)))) NoVoc,sisebenti sisodvwa lamuhla,isisebenzi sisodwa namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (Deverb15 PPos (UseV eat_V)) (CopAP (PositA nice_R))))) NoVoc,kudla kumnandzi,ukudla kumnandi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (LocNNP outside_LocN) (AdvVPLight (UseV dry_V) today_Adv)))) NoVoc,phandle kuyoma lamuhla,phandle kuyoma namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (LocNNP outside_LocN) (AdvVP (UseV dry_V) today_Adv)))) NoVoc,phandle koma lamuhla,phandle koma namuhla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (PostdetCN (UseN food_N) (QuantPostdet all_QuantStem) (DetNum NumSg)) (UseVStative end_V)))) NoVoc,kudla konkhe kuphelile,ukudla konke kuphelile
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,uya kangakhi laphayi ntsambama,uya kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV go_V) now_Adv)))) NoVoc,uyahamba manje,uyahamba manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumPl) (UseN home_N)))))))) NoVoc,uyavakasha emakhaya,uyavakasha emakhaya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,uyavakasha ekhaya,uyavakasha ekhaya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV meet_V) (InstrNPAdv (DetCN (DetNum NumPl) (UseN child_2_N))))))) NoVoc,uhlangana ngebantfwana,uhlangana ngezingane
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV play_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN child_N))))))) NoVoc,udlala nebantfwana,udlala nabantwana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN baboon_N))))))) NoVoc,ugijima njengemfene,ugijima njengemfene
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseVStative tire_V) now_Adv)))) NoVoc,udziniwe manje,ukhathele manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,ukhuluma kakhulu,ukhuluma kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 call_V2 (DetCN (DetNum NumPl) (UseN boy_N)))))) NoVoc,ubita bafana,ubiza abafana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop he_Pron)))))) NoVoc,uyamudla,uyamudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 like_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,utsandza kudla,uthanda ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 like_V2 (PronPostdetNP (ProDrop they10_Pron) (DemPostdet that_Quant)))))) NoVoc,utsandza leto,uthanda lezo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,utsandza indvodza lecotfo,uthanda indoda eqotho
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2Nonspec kiss_V2 (DetCN (DetNum NumPl) (UseN sister_N)))))) NoVoc,wanga bodzadzewenu,wanga odadewenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2Nonspec kiss_V2 (DetCN (DetNum NumSg) (UseN sister_N)))))) NoVoc,wanga dzadzewenu,wanga udadewenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP they6_Pron (DemPostdet this_Quant)))))) NoVoc,ufuna wona la,ufuna wona lana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 play_V2 (DetCN (DetNum NumSg) (UseN soccer_N)))))) NoVoc,udlala libhola,udlala ibhola
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,wosa inyama,wosa inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (UseN herd_boy_N)))))) NoVoc,ubona belusi,ubona abelusi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumSg) (UseN herd_boy_N)))))) NoVoc,ubona umalusi,ubona umalusi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumPl) (UseN dog_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))))))) NoVoc,unetinja letidla inyama,unezinja ezidla inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (CopNPAssoc (RelNP (DetCN (DetNum NumSg) (UseN dog_N)) (UseRCl TPresTemp PPos (RelVPShort IdRP (ComplV2 eat_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))))))) NoVoc,unenja ledla inyama,unenja edla inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (UseV descend_V)))) NoVoc,uyehla,uyehla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (UseV return_V)))) NoVoc,uyabuya,uyabuya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop he_Pron)) (UseV steal_V)))) NoVoc,uyeba,uyeba
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (AdvVP (AdvVPLight (UseV go_2_V) (PositAdvAdj how_much_A)) yonder_Adv) in_the_afternoon_Adv)))) NoVoc,ngiya kangakhi laphayi ntsambama,ngiya kangaki laphaya ntambama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop he_Pron))) now_Adv)))) NoVoc,ngiyambona manje,ngiyambona manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop i_Pron))) now_Adv)))) NoVoc,ngiyangibona manje,ngiyangibona manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop youSg_Pron))) now_Adv)))) NoVoc,ngiyakubona manje,ngiyakubona manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVPLight (UseV visit_V) (LocAdvAdv (LocNPAdv (DetCN (DetNum NumSg) (UseN home_N)))))))) NoVoc,ngiyavakasha ekhaya,ngiyavakasha ekhaya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumPl) (UseN girl_N))))))) NoVoc,ngihamba netintfombi,ngihamba nezintombi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV go_V) (NaNPAdv (DetCN (DetNum NumSg) (UseN girl_N))))))) NoVoc,ngihamba nentfombi,ngihamba nentombi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN baboon_N))))))) NoVoc,ngigijima njengemfene,ngigijima njengemfene
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN lion_N))))))) NoVoc,ngigijima njengelibhubesi,ngigijima njengebhubesi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseVStative tire_V) now_Adv)))) NoVoc,ngidziniwe manje,ngikhathele manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (AdvVP (UseV talk_V) much_Adv)))) NoVoc,ngikhuluma kakhulu,ngikhuluma kakhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 call_V2 (DetCN (DetNum NumPl) (UseN boy_N)))))) NoVoc,ngibita bafana,ngibiza abafana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 call_V2 (DetCN (DetNum NumSg) (UseN boy_N)))))) NoVoc,ngibita umfana,ngibiza umfana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 eat_V2 (UsePron (ProDrop he_Pron)))))) NoVoc,ngiyamudla,ngiyamudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 like_V2 (Deverb15 PPos (UseV eat_V)))))) NoVoc,ngitsandza kudla,ngithanda ukudla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 like_V2 (PronPostdetNP (ProDrop they10_Pron) (DemPostdet that_Quant)))))) NoVoc,ngitsandza leto,ngithanda lezo
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 like_V2 (RelNP (DetCN (DetNum NumSg) (UseN man_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA honest_R))))))))) NoVoc,ngitsandza indvodza lecotfo,ngithanda indoda eqotho
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP it5_Pron (DemPostdet this_Quant)))))) NoVoc,ngifuna lona leli,ngifuna lona leli
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Nonspec want_V2 (PronPostdetNP they6_Pron (DemPostdet this_Quant)))))) NoVoc,ngifuna wona la,ngifuna wona lana
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2Refl hit_V2 (DetCN (DetNum NumSg) (UseN finger_N)))))) NoVoc,ngitishaya umuno,ngizishaya umunwe
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 roast_V2 (DetCN (DetNum NumSg) (UseN meat_N)))))) NoVoc,ngosa inyama,ngosa inyama
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (PossNP (UseN goods_N) (UsePron youPl_Pron))))))) NoVoc,ngibona timpahla tenu,ngibona izimpahla zenu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumPl) (UseN herd_boy_N)))))) NoVoc,ngibona belusi,ngibona abelusi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 see_V2 (DetCN (DetNum NumSg) (UseN herd_boy_N)))))) NoVoc,ngibona umalusi,ngibona umalusi
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumPl) (UseN child_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA three_A))))))))) NoVoc,ngibona bantfwana labatsatfu,ngibona abantwana abathathu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumSg) (UseN child_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA three_A))))))))) NoVoc,ngibona umntfwana lomtsatfu,ngibona umntwana omthathu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumPl)))))) NoVoc,ngifuna tinyama todvwa,ngifuna izinyama zodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (ComplV2 want_V2 (PostdetCN (UseN meat_N) (QuantPostdet only_QuantStem) (DetNum NumSg)))))) NoVoc,ngifuna inyama yodvwa,ngifuna inyama yodwa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (UseV descend_V)))) NoVoc,ngiyehla,ngiyehla
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (UseV return_V)))) NoVoc,ngiyabuya,ngiyabuya
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (UseVStative tire_2_V)))) NoVoc,ngikhatsele,ngikhathele
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop i_Pron)) (UseV steal_V)))) NoVoc,ngiyeba,ngiyeba
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (AdvVPLight (UseV burn_V) outside_Adv)))) NoVoc,kuyashisa phandle,kuyashisa phandle
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop it17_Pron)) (UseV burn_V)))) NoVoc,kuyashisa,kuyashisa
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (AdvVP (ComplV2Nonspec wash_V2 (DetCN (DetNum NumPl) (UseN clothing_N))) when_Adv)))) NoVoc,uhlanta tembatfo nini,ugeza izingubo nini
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (AdvVP (ComplV2Nonspec wash_V2 (DetCN (DetNum NumSg) (UseN clothing_N))) when_Adv)))) NoVoc,uhlanta sembatfo nini,ugeza ingubo nini
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumPl) (UseN clay_pot_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) NoVoc,ubona tindziwo letinkhulu,ubona izinkamba ezinkulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (ComplV2 see_V2 (RelNP (DetCN (DetNum NumSg) (UseN clay_pot_N)) (UseRCl TPresTemp PPos (RelVP IdRP (CopAP (PositA big_A))))))))) NoVoc,ubona ludziwo lolukhulu,ubona ukhamba olukhulu
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop she_Pron)) (UseV work_V)))) NoVoc,uyasebenta,uyasebenza
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (ComplV2Light see_V2 (UsePron (ProDrop i_Pron))) now_Adv)))) NoVoc,bayangibona manje,bayangibona manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (AdvVPLight (UseV go_V) now_Adv)))) NoVoc,bayahamba manje,bayahamba manje
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumPl) (UseN baboon_N))))))) NoVoc,bagijima njengetimfene,bagijima njengezimfene
PhrUtt NoPConj (UttS (UseCl TPresTemp PPos (PredVP (UsePron (ProDrop they_Pron)) (AdvVP (UseV run_V) (JustLikeNPAdv (DetCN (DetNum NumSg) (UseN baboon_N))))))) NoVoc,bagijima njengemfene,bagijima njengemfene
